1,keep video come brother ! bill nye gave spot .
2,recommend day
1,fire nightmar mickey made
1,"hulk big fire , thor tini littl fire explan need"
1,"hmmm , fire ... pretti sure 's kinda bright like ... hot ? also think burn stuff , 'm certain ."
1,’ six year ago whatch face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1,"happi say , actual knew fact ."
1,"joe @ `` 's okay smart '' 'touch-on ' subject no-how/no-way , etc. , etc . alien outer space can-not walk among us , earth . mean brought-up star trek , ... want desper believ intellig life planet , miss one-on-on talk dr. sagan cornel ( greatest influenc subject . would occasion person invit variou lectur astrophys , astronomi , now-titl , exobiolog : miss man my/ point tear ) , ... ( ! ! ! ) firm believ axiom `` , , , extraordinari claim requir extraordinari proof . '' henc manic-obsess disbelief any-ani ( ! ! ! ) conspiraci theori alien earth. , especi roswel nm . , earth , busi kill petti racial , religi , polit etc . differ `` intellig '' life-form interested-in ( n ) want contact us . take extraordinari `` intellig '' comprehend vast distanc space formul commun , ye 's extrem difficult establish contact , ... ( ! ! ! ) us bicker earthl ( ? ) , n't blame e.t. want contact `` us '' joe , pleas , ... pleas , ... pleas ( ! ! ! ) talk effort e.t./seti commun . terry/philadelphia pa"
2,babi n't fire . n't fire . .
2,wow feel like new person know fire
1,", 's shitti scienc enter build . guy brain wash , 's cool ."
1,marshmallow fuel comput graphic .
1,came comment `` babi n't burn '' watch video
1,"even mention fire first element make univers exist presenc element earth , water air everyth eman primari element whose essenti qualiti transform . fire descib mention exist without presenc element fire purest imag describ god indefin elus pure light behond . definit video vision point view chemistri way describ fire realli simpli indefin ."
2,"sound effect specif bomberman hero ? , damn ! realli like includ ."
2,"`` 's ok smart . '' yeah , know . wish . might abl get someth interest video ."
0,bad fake fire intro ? real fire video candl
2,"babi dont hurt ,"
1,'s warm stuff .
1,’ get video recommend us year ?
2,"might okay , ’ win friend ."
1,* read titl * : huh ... n't know ?
1,scienc hugh lauri ?
1,fire flint opinion hhe
0,fire alway fire
1,taco ate last night
1,million tini diamond creat destroy moment
1,fire ? armi : bt song face_with_tears_of_joy
1,'s rapid oxid evolut light heat ......
1,"textbook , websit abl answer question doubt amaz phenomenon call fire . . thank ton peopl .."
2,love vídeo . sparkling_heart
0,fire anim . breath move grow die eat
1,think flame hollow chang life
1,flame ? hollow mind ? blown .
1,sleep youtub recommend : `` fire ? ''
1,know hot like kuwait kuwaitkuwaitkuwaitkuwaitkuwaitwinking_facewinking_facewinking_facewinking_facewinking_faceface_with_hand_over_mouthface_with_hand_over_mouthface_with_hand_over_mouthface_with_hand_over_mouthface_with_hand_over_mouth
1,`` fire ? '' kind element lern right befor world end bc plot former enemi gon na best bud teach
1,fire million peopl : good question
0,fine ’ watch damn video
1,titl said fire answer mum rolling_on_the_floor_laughingrolling_on_the_floor_laugh
1,"nice episod . could one smoke sigaret . know bad chemic take , mutch time , mutch nd hand smoker inhal , burn rate tabacko sigaret chemic ad ex . think could good episod ppl caus still everyday thing might pull almost quiter quit . keep de good work , like episod . gr gaddo"
1,got book free amazon kindl . call 'the chemic histori candl ' ace . wish 'd read kid . highli recommend kid chemistri beginn .
0,make nuclear weapon forbidden
1,pov : randomli got reccomend .
1,fire ? ga persev ...
2,wow peopl want know fire ? exploding_head
1,video present inform look . well-don .
1,saw titl said fire
2,“ ok smart ” * ok dumb *
1,babi dont hurt ..
1,earli man : confus unga bunga modern man : * watch video * naruhodo
1,: 'll sleep earli guy : fire : well well well let 's find shall
1,sit recommend whole week final gave still dont know
0,fire hot hot_fac
1,flame creat water . 's incred .
1,"fire hollow ? make think game rememb . upon time .... `` fire fire came dispar . heat cold , life death , cours , light dark . dark , came , found soul lord within flame ... ''"
0,yall dumb someth fire fire
1,"wonder childhood fire , final got answer . 's amaz one abl answer simpl question"
2,love ?
1,im tri hard call `` hot subject ''
1,`` fire ? '' someth n't water ?
1,"video nerd vindic . went group undergrad physic student see fermilab chicago . question , `` fire ? '' one 's alway bug , ask knew . , ahem , guy scof , duh , chemic reaction . say scoff , mean one guy actual said `` 's stupid question '' . howev , girl ponder tri refram guy would quit act holier-than-th , say 's chemic reaction n't actual answer question . question never answer , . stay curiou ! thank !"
0,fire burn easi
1,fire.is.hot.simpl
1,fire flame soul releas ...... latom
2,"fire live . born , grow , eat , breath , reproduc die . treat respect , warm hand , disrepectful bite ."
1,christma pagan holiday search
1,firefir
0,fire fire ez
1,yt titl : got dog pregnant .m viewer : di bore di yt titl : fire .m viewer belik : mhhm lretti interest let 's go check put ( abd ye alost alot ofmi creativ other alot abco deppresuon : < . > ) .
1,teacher told us fire matter manifest energi
1,video : fire ? benson : hold gumbal
1,"alright algorithm , ’ learn bit…"
1,"india , agni ( fire ) consid god ( demi ) . special ancient tradit still follow across * never blow fire * marriag , primari wit fire * homa ( fire ) alway ignit rub wood later transfer heat coir"
1,'ve wonder actual substanc fire sinc
2,`` ' k b e r '' smartest person ever
1,"video got like million view past week , youtub algorithm kept recommend refus"
1,"scroll comment look cool intrigu theori curios smiling_face_with_smiling_ey end see fire water , imagin great god realli thrill , guess 'm simpl ."
1,see titl mind : bt fire
0,edit video annoy
2,fascin video . thank .
1,hot topic ! rolling_on_the_floor_laugh
1,babi n't burn ♫
1,watch dark soul intro
1,fire ? magic burn california everi year hill polic beat black man freeway ..
2,ok ok watch stop recommend video
1,blew mind flame hallow face_with_open_mouthface_with_open_mouthskul
0,. fire
1,final year hundred_point
1,"fire rapid self-sustain oxid process combust materi , result releas energi form heat light vari intens ."
2,youtub recommend bring us togeth friend
2,joke : understand dark soul better thank video .
1,keep pop recommend im
1,wan na say hi caveman read
1,give vibe begin bo cold war
1,liter watch science-
1,form radiat
1,"came financi reason ( f.i.r. . ) , stay scienc : )"
0,titl : fire ? random guy comment : fire ? drax : * fire ? *
1,wood place would find fire ? ask friend ...
1,stay bi-curi . * outro music play
1,titl “ life ”
1,ما فهمتaliensign_of_the_horns_light_skin_ton
1,’ one element gon na take world start year war ?
1,"good recommend video , `` fire '' click without hesit confus consider"
2,cool reason
2,"fire , babi n't hurt"
1,"blue flame hotter yellow flame , color flame hotter blue ?"
1,click rememb wonder someth similar rememb question clearli “ heat ? ”
0,hate video least know fire
1,would rather stare : fire boob ?
1,mayb fire friend made along way .
1,"still ’ understand thing , bit ’ impress ."
1,"lizard brain say : big hot , touch . pretti touch"
1,: bath salt moment
1,someth goe earth wind
1,@ thought go start heat crack .
1,fire anoth proof real magic .
1,guy look like dexter morgan mat pat game theori mash togeth
1,.. 's word ? buuuuuuuuuuuurnnnnnnn ?
1,fuck year planet & n't know flame hollow . wast ...
1,actual f * * * … liter mind blown right
1,never easi learn compar today . thank bro ... love india
2,bet pyromaniac love video lol
1,video thoasend time better video see everi day
0,fire fire fire
1,year later
1,liter think fire actual last day . think say loud . 'm scare phone track say also thought
0,peopl dislik video ? ? ? ? ? like dislik ? serious wtf ? ? ?
1,"babi n't burn ,"
1,today believ taught hottest part flame ’ tip…
1,music louder voic . annoy .
1,`` fire ? '' : `` fire water . ''
1,sooo tose pfp 's came
2,'s mind blow ! hope school like face_with_rolling_ey
2,graviti lol face_with_tears_of_joy
1,bi curiou ? said bi curiou ? ? ? ? ? ? ? ? well surpris ! ! ! ! ! ! ! ! ! ! ! ! stupid littl suit cloth ridicul haircut ? peg straight way gay ! ! ! ! cutiou . lmfao
1,"`` time first fire occur , dispar brought togeth fire . heat cold , life death , , cours , light dark ''"
1,could increas water level earth ? right ?
1,music louder talk 's hard make 're say ?
1,codi ko 's mixtap
1,"dude need hit , hurri !"
1,"realiz someth , ’ start cook food fire day ’ discuss fire today . still would cavemen probabl"
1,pov : 's video still recommend
1,video made pee bed ...
1,deep even thingg
1,'s truli thing dumb question scienc . everyth els subject
0,"easi one answer , fire simpli fire"
1,come n't know anyth fire
1,... 's word ? buuuuuuuurn ?
1,said cavemen .
1,state fire state solid liquid air 's fourth state exist time . said mythologicali everyth get purifi becom free undergo state fire
2,wish school interest .
1,"fire , babi dont burn"
1,fire ouch red flower ooh ooh ooh ooh ohh
2,'ll one better . fire ?
1,youtub ...... 'm ?
1,`` fire ? '' `` 's fire . ''
0,"fire hot , ezzz"
0,mom fire
0,chick read fire
1,cavemen discov fire : oooog oog ugh ugha oocka translat :
2,oh god ! thank video !
0,"answer : , fire . question ."
0,fire fire burn much brighter oxygen supplier
1,"'m curiou person , walk saw candl burn , like fire reach home quickli start comput start search `` fire '' youtub got video top page understand fire ."
1,"color flame also depend element undergo combust . addit heat gener electron lower orbit , light given depend spectra differ element . copper green , strontium red , exampl . firework exampl color differ element ."
1,"ive measur temperatur lighter flame blue part hottest , video wrong . brightest part flame hottest color yellow carbon burn yellow , differ element burn differ color . 'm kind astound pb would put misinform . measur temperatur pb"
1,fire hollow make textur file smaller . got .
0,kind peopl world globe_showing_america see fire fire make fire question fire fire
1,mattpatt ? ! ? ! ?
1,fire mixtap ( sorri sorri could n't help . )
0,video fire .
1,video recommend list mannnn n't wnat watch
0,fire fire
1,"background music cool deep . get , anybodi know ?"
2,recommend random
2,marvel !
1,intrest titl
2,kind like teacher said .
1,ether
1,n't knew stefan salvator scientist.alembicbat
1,anyon els get recommend sora got announc smash ?
1,trisha krishnan heart_on_fireheart_on_fireheart_on_firefirefirefirefire_extinguisherfire_extinguisherfire_extinguish
2,"one , video great ! two , misread titl `` fire smart '' scroll past doubl take lmfao ."
1,state matter flame tho ?
1,"know water , h o. fire ?"
1,reccomend
1,learn someth
1,fire cool take new level
0,think fire think god ?
1,"’ someth burn , end stori"
0,"sent sea , ariel ? stop ask stupid question thx"
0,fire hot
1,best minut video watch age . could done without background music though .
0,fire cool smirking_facefir
0,fire answer : fire
2,’ super high
1,would like ask someth curios . emot & work ? emot robot emot ?
2,fire : . . someth man creat make hand warm !
1,thumbnail liter peopl someon famili die ...
2,ok flicker
1,"fire use shower fire cold cna warm use water , water hot one touch burn"
1,"babi n't hurt , n't hurt , oh sorri , wrong video"
1,one get video sound sync problem ? ?
2,yr got recommend wow tube
1,year ? ? serious slightly_smiling_fac
1,kid n't drug realli wan na marihuana shroom .
1,’ fire ? it- ’ word .... buuuurrrrnnnn
0,fire ? flame flame ? fire
1,"`` may ask 'what fire ? ' 're ask , 's 're idiot . probabl also ask thing like 'what sky ? ' 'how eat food ? ' even cavemen knew fire dumbass . '' - red vs blue fire psa ... one els immedi make connect saw video titl ?"
1,thumbnail like thing use someon know die . think
1,guy year old
1,fire plasma . plasma fourth state matter . school u learn state matter . actual . plasma th .
1,explan left lot unansw question . titl somewhat mislead opinion . still n't know fire .
1,came say inde fire firefirefirefir
1,combust becom taboo . feel like ca n't control nuclear becom taboo design mass energi first safeti second yet look histori alway way concern safeti tend come later stoogies/monki
1,element human first discov also element human question mani year later . interest ...
2,interest !
1,year later
1,school ?
1,peopl alway ask ’ fire never fire pensive_fac
1,fire someth use make nether portal
1,'s lit
1,... 's word ... burn ? ? musical_notemusical_notemusical_scoremusical_scor
1,use stare fire kid wonder whole life ....
1,"alway see thumbnail , facebook someon die use chang profil pictur"
1,"'re pyro , see doctor ! compar temperatur insid hollow part flame ? n't go plasma molecular happen fire ."
0,"uchiha : listen , littl shit"
0,know fire came ga heat light made fire fire .
1,"okay , way explain leav question . 's differ fire , nuclear reaction ? ..."
1,actual candl blue fire coldest
1,fire live entiti live consum everyth path die ....
0,fire heat kill smoke kill heat
1,"guy look like matpat ’ older brother , bradpat"
1,"heat rise , top flame hotter right ?"
1,sorri speak english
1,got wonder spoon lol
1,"without fire , ca n't imagin mankind would"
1,"actual wonder fire ride home freind hous , im subscrib channel never watch video channel either , come ?"
1,? ... 's word ? ... buuuuuuurrrrrrnnnnnnn
0,fire
2,best firesid chat ever .
1,man understand past ancestor discov fire
0,imagin first caveman felt accident drop meat fire
1,learn today still n't know enough fire . make burn candl camp fire differ ?
1,"’ question year . ’ ask scienc class said ‘ ’ reaction ’ . ’ good aswer whenev saw fire alway ask old question . final aswer , thank u !"
1,read titl immedi though `` fire ? '' never cross mind lol
1,short answer ? fire hot
1,school never taught
1,chemic reaction emit enough heat ’ pick vision em spectrum . anoth coil stove glow red . ’ see part emit light limit view em spectrum . question way ’ observ .
2,fine ’ watch
1,scroll brain combin channel name video name read `` ok fire ? ''
0,: what fire : fire fire : )
1,everybodi todayface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1,"answer titl `` hmm , fire .. food '' idk im think"
1,`` fire hot . '' -me .
0,"fire , probabl"
1,bet nearli million view came stone peopl .
1,call combust pyrolysi ( )
1,let ’ teach kid burn stuff cool around christma
2,"fine youtub recommend , ’ watch itface_with_rolling_ey"
0,"call old-fashion , think fire magic , scare lot ."
1,go ask uchiha expert field
0,fire heat air/ga
1,still figur mil pll doesnt know fire .
1,year old son ask today ’ know explain . truli ’ know . crazi pop recommend hour later
0,realli fake go outsid
0,fire ? : fire someth u make food burn kill someon
1,sun keep go
2,fire good
2,love music ! find ?
1,school teacher teach candl 's innermost part coolest outermost part hotest say opposit confus !
1,thank youtub algorithm bring us
1,"alway wonder flame physic never realli descript satisfi , thank !"
1,dude thought hard fire could n't come anyth
1,chocol chip cooki tast like happi
1,everybodi saw recommend curiou ? ’ twin frcrossed_fingers_medium-dark_skin_ton
2,recommend page ?
1,thumbs_down
0,* fire ? * * fire ? * well never know .
1,thnx video use eat fire
2,well well well let find
1,air ?
1,explan brilliant alien learn * '' destroy earth '' *
1,strang never told us state matter fire . theori 's plasma
2,"fire ? lord cinder n't hurt , n't hurt ,"
2,thank video !
1,welcom recommend squad ..
2,thing l commit arson . save u min sec
1,oldest son would ask question like four five year old . fire…whi head round…what wood made ?
0,zero g fire frowning_face_with_open_mouth
1,ride fire ! ! ! heart blaze ! ! ! firefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefirefir
1,made job mean ! face_with_tears_of_joy
2,fire prefer love babi n't hurt n't hurt
1,watch toilet
1,info candl lit face_with_hand_over_mouth
1,titl : fire ? : * ask mom ! *
1,what fire never heard
1,futur kid gon na get recommend . hello ’ play fire pleas kill anim dont burn tree
1,go youtub . final click video . recommend three week . leav alon ! ! ! !
0,fire good fire bad
1,"mani got flame noth black bodi radiat . sinc sens heat touch call flame noth else.even human emit radiat ir ( infrar ) region ( ca n't see ) , call emit radiat flame invis flame sens heat"
0,fire hpt
1,video mindblow !
2,wow . thank explan .
1,hottest part blue base wax vapour larg unburnt ? huh ?
1,elder brother rapper/youtub knox hill ? look similar plu voic also
1,'s primal sophist . stare fire get lost found hour .
0,uhh fire bro
1,boy
0,"everyth chang , fire nation attack ..."
1,fire aliv theori n't seem dumb sudden
1,fire hollow ... ? well ...
1,"sure suddenli recommend , admit , 'm alway fascin fire even , far awar , despit put alongsid water , earth , wind one four main `` element '' world , n't realli element . figur chemic reaction sort , never look beyond . instead spend time famili dine room tabl everi thanksgiv christma stare open flame everyon els talk ... ... sound creepier intend , sorri ."
1,question everyon ask someon lifetim .
1,kid u understand fire full_moon_facefir
1,"candl , persev ?"
1,`` fire ? '' babi n't burn !
0,fire ? dumb : burn fire
1,"firefight , approv messag ."
1,scienc test_tub mean everyth
1,"mad king cersei enter chat , stanni left chat"
1,tf cricket loud
1,honestli watch video ’ high . realli start think…
0,fire nation ?
1,wow never knew candl flame hollow
0,* concluss : * * fire fire *
0,condol famili po
1,'s ok smart ... need credo shout mountain top ever
1,"think happen atmospher earth , unlik planet , balanc exact right amount oxygen nitrogen . would freak alien life form !"
2,fire friend .
1,answer : mixtap
1,thank even tho n't understand sh * u said
0,fire * fire fire *
0,`` fire ? '' fire beauti
0,ye fire fire hot burn heat
1,"kid first chem class , ask teacher fire . suppos prepar curiou child . stammer element , n't thing . first step suspicion made . wish 'd fascin explan . know would chang life ."
1,thing fire http : //alivechemicals.blogspot.com///so-you-know-everything-about-fire.html
1,anyon els kept get recommend everi singl time ?
1,pretti lit video
0,fire obvious water .
2,: ’ ok smart bulli :
1,whoa . 's player ?
1,"wrong , 's actual giorno giovanna 's theme ."
1,feel much smarter say learn thing everi day thank
2,fire chad win !
0,fire
1,'s thing burnt hand year ago
2,thank youtub recommend
1,"real question , fire hot ?"
1,flame visibl light emit gase rise . fire actual base . oxid occur .
1,: mind = blown !
1,youtub push video throat
1,babi n't burn n't burn
0,fire concept mind .
0,well fire thing burn
1,firefir
1,blue flame get disappear candl ?
1,know els fire ? mixtap
1,question gain traction among mani cavemen
1,chuck norri ’ bond coval .
1,'re suppos let marshmallow burn . burnt part bad .
1,'ll save four minut : fire hot stuff .
1,almost perfect video . one unansw question : fire ga plasma ?
0,"fire plasma , mean solid fire ?"
0,fire hot smiling_face_with_sunglass
1,flame firer hollow
1,though mean condol
1,fire ga chain reaction driven . ’ cousin plasma state ralit light proton behavior .
1,pov : recommend week final decid watch
1,fire bt song name grinning_squinting_facegrinning_face_with_sweat
1,video end know even less fire .
1,channel gem
1,question everyon life
1,rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laugh
0,fire ? grinning_face_with_sweat
1,"good . anoth question kid answer detail . lead question , probabl ."
1,thumbs_upthumbs_upthumbs_up
1,video refus leav recommend
1,fire use get rid evid
0,`` fire ? '' fire fire
1,anyon els randomli recommend ?
0,dude fire firefirefirefireexploding_head
0,bore
0,`` fire '' : fire fire . peopl 's call fire.becaus fire . also known fire . 's 's call fire .
1,"’ pretti weird littl averag person know fire actual , even though ’ top tier come discoveri !"
1,fire magnet file ! face_with_rolling_ey
2,light heat . save minut .
0,* everyon ask “ fire ? ” one ask “ fire ? ” *
0,fire fire
1,babi dont burn
1,.. babi n't burn ! n't burn ! !
1,basiclli start color caus hot goe yellow caus cool disapear question fire oxygen ? caus bet space station oxygen .
1,"ah , ye fire ! love burn thing firestyl jutsu !"
1,"lot talk everyth flame relat , ..... fire ?"
1,"year n't known fire , mean yt suggest ..."
1,millenni scienc guyclapping_handsclapping_hand
1,anyon els wonder recommend ?
0,fire cool .
0,"ok fine youtub , ill watch damn video . oh damn , dude % chin ."
2,"well well well , let find"
1,", , peopl watch n't know fire ?"
1,... n't watch
1,"fire cool . one even sit next bonfir wonder `` wow , fire like anoth demens . appear one second disappear anoth ''"
0,fire plasma ? see contradict statement onlin .
1,porn
1,'s fire -- 's word -- burn
1,fire hot hot ga .
1,click think regard fire…
1,initi answer : convers chemic energi heat .
2,ask prometheu . 'll enlighten .
1,water ? life ? get ? end earth ? mani lick take get center tootsi pop ?
1,basic high school knowledg come . great job get basic specif . wo n't go detail . thing would like see ... made part see releas energi . ( littl detail ) . fire somewhat control chao . energi control electr life pretti much . put shortli . know 'm get .
2,good video
1,mixtap .
0,"n't know , start sing `` fight fire fire '' face_with_tears_of_joy"
1,"listen say fire air combust . right didnt realis flame air fire air twirl fire , fasin"
1,damn caveman need u broface_with_raised_eyebrow
0,fire = light + pain touch xd
1,"lol six year ago , appar , n't know fire face_with_tears_of_joyrolling_on_the_floor_laugh"
1,say plasma need whole video explain ...
1,"im= 'm sorri loss , condol"
1,els got recomand
1,answer burn question mine
1,* fire hollow blew mind : . *
1,- grinning_squinting_fac said vay poo rize zany_face~ beavis~
1,father pass away tragic hous fire end feb. interest odd suggest vid .
1,youtub algorithm suddenli thought world need know fire !
0,fire warm
1,exploding_head
1,haha explain everyth except `` fire ? '' scienc child :
0,fire ? ? ? ? : lost job fire ? ( bang ! )
1,everyon rn ?
1,"c , ch …blue , swann band , fun video ."
0,“ fire cooool ” -beavi
1,i- n't even know 'm
1,what next ? what water ?
1,"fire biter , ca n't grab fire , fire hurt , beat fire club , rraaaagh ! fire eat club , like fire , fire make see hairi squatch wentaka chang anim cloth , eeeaagth ! put fire quickli . ugh , uuugh , shumga wunga , fire use tell ugli stori wentaka undress .."
1,feel exactli like one chemistri class . sorri scienc
1,make video combust
1,"yo , return favor mind-blow front multifold . n't know flame hollow ! ! ! fact , knew littl explain vid . great job ! 's shame alan alda 's flame challeng n't flame anymor . brilliant.it 's interest fire one thing know , us struggl understand exactli . rememb one point kid someon tell fire made state matter call `` plasma '' , 's glow . stuck explan much youth . 's fire , video demonstr . way understand , chemic reaction involv combust occur fuzzi hollow spheroid interfac surround includ wick . frontier air gaseou fuel . explain video , yellow-orang part flame hot soot , glow much way hot metal glow . area , often largest visibl part call flame , n't whole lot chemic activ go . think run direct opposit instinct tell us . , warm-color part flame biggest brightest part . 're use flame light heat , also import part . esteem make seem like might greatest amount chemic activ take place , even though 's true . realli enjoy channel like encourag peopl challeng explor assumpt ."
1,wth bro 'm desper struggl smart
1,daughter recent ask fire . could n't give decent answer . . went past `` flame hollow '' realli fast . never knew . . kid . thank !
1,also worth watch amaz feynman interview topic : http : //www.youtube.com/watch ? v=npiyijql
1,’ .. momma seen spoon candle…skullskullskul
1,fire edit marshmallow aw
1,video lit !
1,"still n't know , fire . also n't find , faraday ."
2,nice . fire squishi .
1,see guy talk hot mixtap ...
0,'s light hurt
0,fire
1,put mixtap .
1,"inform ! alway want know fire ! comment : ( ) would n't accur say reach tip flame , soot burn away remain soot n't burn away cool point longer glow float away smoke ?"
1,"fire form combust . join two atom compound give heat . water made join hydrogen oxygen . result heat gener degre c. melt steal second . yet hydrogen oxygen burn direct onto water , absolut noth happen . ?"
0,fire actual element ! !
1,"wait , sound like nuclear fission fusion occur candl burn , like sun . howev , sun releas harm radiat onto planet . n't candl ? due differ element make sun ( would think mani element ) , mayb consider higher temperatur burn ? sorri , never learn highschool 'm begin second semest colleg ."
1,'s smoke ?
2,amaz video thank you~~| ! !
0,fire fire tho
1,next video love .... babi ’ hurt ....
1,thank know fire never knew year face_savoring_food
1,ohh ... god 's hard digest one go
1,oh god ! fire hot right
1,oh wibur soot got name
1,"know fire .. ” scroll “ well , lem make sure ” scroll back"
1,babi n't burn . n't burn . .
1,'ve wonder entir life tbh
1,"rememb watch year ago , n't rememb anyth lol . time re-watch !"
1,good show . music loud .
1,wat waterthinking_facethinking_fac
1,titl : fire ? .m peopl : interestingface_with_open_mouththinking_fac
0,fire ? babi ’ hurt me…
1,dude look old young time
1,ridicul
1,flame deep disprov exist god .
1,"fire may also live entiti accord scientif queri . possess characterist live organ . consum order grow maintain , reproduc , exhibit sensit respons environ , possess homeostasi energi process , requir oxygen . mobil like life form ... lifespan . year ago , plant , veget , tree werent consid lifeform . 's fairli recent sinc accept live . could fire latest list what consid life ?"
0,fire ? god .
1,lol . skip . fire someth n't take explain .
1,one : school teach :
1,state matter flame
1,told simpl explanation… . fire burnt carbon particl . end .
1,science-talk fireplac ... love everi bit !
1,"realli sleep- uh , video explain fire ! * click *"
1,first flame gwin wa tri protect
1,someth eat
2,"'ll one better , fire ! ?"
1,michel pfeiffer heart_on_fireheart_on_firefirefirefire_extinguisherfire_extinguish
0,simpl solut . fire fire
1,"know like vid ? straight point , brief still complet ask sub like , hear day yt . thank . much appreci ."
0,damn year ago
2,thing recommend like week . gave today .
1,"without fuel heat +oxygen , fire ."
0,"idk , ask smoke alarm question"
1,"best explan 've seen ! one thing 'm still confus : tell advanc reaction self-perpetu ( given abund fuel ) ? 's easi tell reaction exotherm , know heat gener enough break molecul continu reaction , chain reaction rippl fizzl ? experi ? way predict reaction continu way ?"
2,'s okay know differ smart knowledg
1,everyon ask 's fire one ask fire
0,fuck
1,fire king paimon ! nichola mason ! ! !
1,ok youtub iv click - happi ?
1,show n't explain `` flame jump ''
2,recommend ?
1,guess 's pretti neat talk know could go entir life without ever know exactli fire fine ? n't know make amaz person common sens tri best content lol 's definit interest lol long cook burger steak 'm good go bud
0,fire fire right right right ? lol
1,random guy : fire ? : ur mum im doin herxd
1,that realli cool channel discov ... easi follow also well present .
1,"huh , alway thought fire realli good weedthinking_fac"
1,"babi ’ burn , ’ burn , !"
1,school use teach
1,unabl hear sever time midway video audio issu .
1,fart
1,hip hop
0,'s fire
0,stop recommend dont care
1,y'all ever wonder fire ? neither appar recommend thought otherwis .
1,never realiz flame hollow ? never claim smart
1,babi ’ burn ’ burn
1,slowmoguy footag candl relight ?
1,"fire plasma . 's form matter—lik solid , ga , liquid—that strip electron ."
0,fire someth burn .
1,"video 's titl : * exist * mind : _babi , n't burn . n't burn . more_"
2,realli interest thumbs_up
1,’ watch video listen new sound cloud mixtapespleading_faceface_with_tongu
1,one gon na question everyon see year later ?
0,fire porn
1,hmmm facin
0,"fire fire , alway"
1,... 's word ? buuuuurn
0,wtf flame hallow ?
0,donda fire
1,financi independ retir earli
1,"actual myth nine tail fox , fox curs brown earth never expand fox also vow burn heaven time came , look fire look like earth space"
0,’ fire
2,glad found channel
1,seem like long explan outfit
1,guy kinda sound like matpat
1,"ok smart . bulli entir life . one ever stuck , pick piec ."
1,third time recommend ig ’ watch year
1,water water fire fire 're mom 're nightmar 're dad 're biggest fear
1,"liter % peopl 's read , , , may parent live year good health rainbowglobe_showing_europe-africa .. http : //youtu.be/smmwmv-yk"
1,stranger thing fan : 's fire ... 's fire ...
1,remind zuko aang said learn secret master ! also jeong jeong iroh say !
1,"fine , youtub . ’ bite ."
1,`` fire '' : `` life ''
1,realli cool n't danc
1,thermal energi releas oxid chemic .
2,smart cute . 'm down.winking_fac
1,make background music even louder u twat
1,mom .
2,rememb ask chemistri teacher fire friend laugh sound like caveman
1,"’ know , school said triangl"
1,read titl : * confus ooga-booga *
1,"fire , cook meat , thu increas protein process , thu bigger brain , thu advanc hominid , thu us , thu pb ... damn right ’ crucial !"
0,"fire kill monster ! kill , kill fire !"
0,came fire forc
0,im fire
2,love ?
1,fire .. manag alway said
2,anyon care math stat ?
0,`` fire ? ''
1,’ crazi everyth happen molecular level ’ feel way ’ see
2,"well , thank youtub show video . final watch n't get disappoint !"
1,"fire mass burn ga , someth actual burn ga"
0,fire know peopl came anyon play blind eye keep kill
1,"fire rapid oxid materi exotherm chemic process combust , releas heat , light , variou reaction product"
1,got brah ... talk ?
2,good episod . well done guy .
1,content great . complan video . music behind narrat loud . english speak person n't like sub 's difficult understand everyth sound . greet .
1,fire ? jimmi hendrix song right ? ... oop ; wrong video . sorri disappointed_fac
1,"ask question th grade earth scienc class , ( ) , teacher laugh . `` mean , fire . fire fire ! '' 've ask class sinc , gotten similar respons . thank confirm valid question ."
1,"babi n't burn , n't burn , ..."
0,fire fire
1,one 's curios seem bring anoth bad attitud .
1,wife want know n't wear glass episod .
1,"american alway let marshmallow catch fire ? f @ # ksake , hold back half foot littl patient . love canada ."
0,okay basic fire fire
1,fire hot burni stuff
1,along thought `` '' fire : http : //www.youtube.com/watch ? v=enuwizis
0,* fire fire *
1,'s energi .
1,`` candl flame actual hollow . '' * mind blown *
1,even watch this-
1,"fire rapid oxid substanc , produc light heat . next . . ."
1,right
0,fire hot . sometim fire bad . sometim fire good . unga bunga .
1,..... marshmallow fire cgi
1,exactli want know fire work . thank much concis explan
1,"molecular rip apart make flame hot , format new molecul , new bond make heat , vapor fuel slam molecul keep rhe flame burn . romant part video"
1,fire f burn whole town ! - sheldon plankton
1,"upgrad mat pat , chad mat pat may"
1,"fire safe touch , eat , stare , watch , see , lick , blow , swallow , fish . fire use talk , walk , tortur , death , ritual , cook , burn bodi fire safe cat , dog , banana , peanut , butter , fli , air , sugar , water , ice , burger , fri , ketchup , demon , metamorph pickl , inter dimension space time continuum continent alga divers , frozen peopl walk unknown , sea , cucumb , far goe , space , tide , sun , sky , welcom , fire , camp , ga dimens banana potassium , kri , delta , runescap , cyberpunk , world domin , king appl , raspberri field , igloo ground , snail , quexyyen , get banana ,"
0,fire power mustang .
1,alway thought heat physic form
1,"youtub persist push video . ’ ignor day yet still keep show recommend . therefor ,"
1,made came back year .
0,fire hot
1,see greenscreen eye
2,youtub put recommend ?
1,comment recent vid yr old
1,"thank , 'm go flex ."
